"Genus","Species","Authority","Subspecies","Variety","Status","AccGenus","AccSpecies","AccAuthority","AccSubspecies","AccVariety","AccID"
"Physalis","microphysa","A.Gray","","","Acc","Physalis","microphysa","A.Gray","","","tro-29607121"
